timestamp,open,high,low,close,volume
2023-01-01,100.0,105.0,95.0,102.0,1000.0
2023-01-02,inf,inf,inf,inf,inf
2023-01-03,110.0,115.0,105.0,112.0,1100.0
2023-01-04,105.0,110.0,100.0,107.0,1050.0
2023-01-05,103.33333333333333,108.33333333333333,98.33333333333333,105.33333333333333,1033.3333333333333
2023-01-06,102.5,107.5,97.5,104.5,1025.0
2023-01-07,102.0,107.0,97.0,104.0,1020.0
2023-01-08,101.66666666666667,106.66666666666667,96.66666666666667,103.66666666666667,1016.6666666666666
2023-01-09,101.42857142857143,106.42857142857143,96.42857142857143,103.42857142857143,1014.2857142857143
2023-01-10,101.25,106.25,96.25,103.25,1012.5
2023-01-11,101.11111111111111,106.11111111111111,96.11111111111111,103.11111111111111,1011.1111111111111
2023-01-12,101.0,106.0,96.0,103.0,1010.0
2023-01-13,100.9090909090909,105.9090909090909,95.9090909090909,102.9090909090909,1009.0909090909091
2023-01-14,100.83333333333333,105.83333333333333,95.83333333333333,102.83333333333333,1008.3333333333334
2023-01-15,100.76923076923077,105.76923076923077,95.76923076923077,102.76923076923077,1007.6923076923077
2023-01-16,100.71428571428571,105.71428571428571,95.71428571428571,102.71428571428571,1007.1428571428571
2023-01-17,100.66666666666667,105.66666666666667,95.66666666666667,102.66666666666667,1006.6666666666666
2023-01-18,100.625,105.625,95.625,102.625,1006.25
2023-01-19,100.58823529411765,105.58823529411765,95.58823529411765,102.58823529411765,1005.8823529411765
2023-01-20,100.55555555555556,105.55555555555556,95.55555555555556,102.55555555555556,1005.5555555555555
2023-01-21,100.52631578947368,105.52631578947368,95.52631578947368,102.52631578947368,1005.2631578947369
2023-01-22,100.5,105.5,95.5,102.5,1005.0
2023-01-23,100.47619047619048,105.47619047619048,95.47619047619048,102.47619047619048,1004.7619047619048
2023-01-24,100.45454545454545,105.45454545454545,95.45454545454545,102.45454545454545,1004.5454545454545
2023-01-25,100.43478260869566,105.43478260869566,95.43478260869566,102.43478260869566,1004.3478260869565
2023-01-26,100.41666666666667,105.41666666666667,95.41666666666667,102.41666666666667,1004.1666666666666
2023-01-27,100.4,105.4,95.4,102.4,1004.0
2023-01-28,100.38461538461539,105.38461538461539,95.38461538461539,102.38461538461539,1003.8461538461538
2023-01-29,100.37037037037037,105.37037037037037,95.37037037037037,102.37037037037037,1003.7037037037037
2023-01-30,100.35714285714286,105.35714285714286,95.35714285714286,102.35714285714286,1003.5714285714286
2023-01-31,100.3448275862069,105.3448275862069,95.3448275862069,102.3448275862069,1003.448275862069
2023-02-01,100.33333333333333,105.33333333333333,95.33333333333333,102.33333333333333,1003.3333333333334
2023-02-02,100.3225806451613,105.3225806451613,95.3225806451613,102.3225806451613,1003.2258064516129
2023-02-03,100.3125,105.3125,95.3125,102.3125,1003.125
2023-02-04,100.3030303030303,105.3030303030303,95.3030303030303,102.3030303030303,1003.030303030303
2023-02-05,100.29411764705883,105.29411764705883,95.29411764705883,102.29411764705883,1002.9411764705882
2023-02-06,100.28571428571428,105.28571428571428,95.28571428571428,102.28571428571428,1002.8571428571429
2023-02-07,100.27777777777777,105.27777777777777,95.27777777777777,102.27777777777777,1002.7777777777777
2023-02-08,100.27027027027027,105.27027027027027,95.27027027027027,102.27027027027027,1002.7027027027027
2023-02-09,100.26315789473685,105.26315789473685,95.26315789473685,102.26315789473685,1002.6315789473684
2023-02-10,100.25641025641025,105.25641025641025,95.25641025641025,102.25641025641025,1002.5641025641025
2023-02-11,100.25,105.25,95.25,102.25,1002.5
2023-02-12,100.2439024390244,105.2439024390244,95.2439024390244,102.2439024390244,1002.439024390244
2023-02-13,100.23809523809524,105.23809523809524,95.23809523809524,102.23809523809524,1002.3809523809524
2023-02-14,100.23255813953489,105.23255813953489,95.23255813953489,102.23255813953489,1002.3255813953489
2023-02-15,100.22727272727273,105.22727272727273,95.22727272727273,102.22727272727273,1002.2727272727273
2023-02-16,100.22222222222223,105.22222222222223,95.22222222222223,102.22222222222223,1002.2222222222222
2023-02-17,100.21739130434783,105.21739130434783,95.21739130434783,102.21739130434783,1002.1739130434783
2023-02-18,100.2127659574468,105.2127659574468,95.2127659574468,102.2127659574468,1002.1276595744681
2023-02-19,100.20833333333333,105.20833333333333,95.20833333333333,102.20833333333333,1002.0833333333334
2023-02-20,100.20408163265306,105.20408163265306,95.20408163265306,102.20408163265306,1002.0408163265306
2023-02-21,100.2,105.2,95.2,102.2,1002.0
2023-02-22,100.19607843137254,105.19607843137254,95.19607843137254,102.19607843137254,1001.9607843137255
2023-02-23,100.1923076923077,105.1923076923077,95.1923076923077,102.1923076923077,1001.9230769230769
2023-02-24,100.18867924528301,105.18867924528301,95.18867924528301,102.18867924528301,1001.8867924528302
2023-02-25,100.18518518518519,105.18518518518519,95.18518518518519,102.18518518518519,1001.8518518518518
2023-02-26,100.18181818181819,105.18181818181819,95.18181818181819,102.18181818181819,1001.8181818181818
2023-02-27,100.17857142857143,105.17857142857143,95.17857142857143,102.17857142857143,1001.7857142857143
2023-02-28,100.17543859649123,105.17543859649123,95.17543859649123,102.17543859649123,1001.7543859649123
2023-03-01,100.17241379310344,105.17241379310344,95.17241379310344,102.17241379310344,1001.7241379310344
2023-03-02,100.16949152542372,105.16949152542372,95.16949152542372,102.16949152542372,1001.6949152542372
2023-03-03,100.16666666666667,105.16666666666667,95.16666666666667,102.16666666666667,1001.6666666666666
2023-03-04,100.1639344262295,105.1639344262295,95.1639344262295,102.1639344262295,1001.6393442622951
2023-03-05,100.16129032258064,105.16129032258064,95.16129032258064,102.16129032258064,1001.6129032258065
2023-03-06,100.15873015873015,105.15873015873015,95.15873015873015,102.15873015873015,1001.5873015873016
2023-03-07,100.15625,105.15625,95.15625,102.15625,1001.5625
2023-03-08,100.15384615384616,105.15384615384616,95.15384615384616,102.15384615384616,1001.5384615384615
2023-03-09,100.15151515151516,105.15151515151516,95.15151515151516,102.15151515151516,1001.5151515151515
2023-03-10,100.14925373134328,105.14925373134328,95.14925373134328,102.14925373134328,1001.4925373134329
2023-03-11,100.1470588235294,105.1470588235294,95.1470588235294,102.1470588235294,1001.4705882352941
2023-03-12,100.14492753623189,105.14492753623189,95.14492753623189,102.14492753623189,1001.4492753623189
2023-03-13,100.14285714285714,105.14285714285714,95.14285714285714,102.14285714285714,1001.4285714285714
2023-03-14,100.14084507042253,105.14084507042253,95.14084507042253,102.14084507042253,1001.4084507042254
2023-03-15,100.13888888888889,105.13888888888889,95.13888888888889,102.13888888888889,1001.3888888888889
2023-03-16,100.13698630136986,105.13698630136986,95.13698630136986,102.13698630136986,1001.3698630136986
2023-03-17,100.13513513513513,105.13513513513513,95.13513513513513,102.13513513513513,1001.3513513513514
2023-03-18,100.13333333333334,105.13333333333334,95.13333333333334,102.13333333333334,1001.3333333333334
2023-03-19,100.13157894736842,105.13157894736842,95.13157894736842,102.13157894736842,1001.3157894736842
2023-03-20,100.12987012987013,105.12987012987013,95.12987012987013,102.12987012987013,1001.2987012987013
2023-03-21,100.12820512820512,105.12820512820512,95.12820512820512,102.12820512820512,1001.2820512820513
2023-03-22,100.12658227848101,105.12658227848101,95.12658227848101,102.12658227848101,1001.2658227848101
2023-03-23,100.125,105.125,95.125,102.125,1001.25
2023-03-24,100.12345679012346,105.12345679012346,95.12345679012346,102.12345679012346,1001.2345679012345
2023-03-25,100.1219512195122,105.1219512195122,95.1219512195122,102.1219512195122,1001.219512195122
2023-03-26,100.12048192771084,105.12048192771084,95.12048192771084,102.12048192771084,1001.2048192771084
2023-03-27,100.11904761904762,105.11904761904762,95.11904761904762,102.11904761904762,1001.1904761904761
2023-03-28,100.11764705882354,105.11764705882354,95.11764705882354,102.11764705882354,1001.1764705882352
2023-03-29,100.11627906976744,105.11627906976744,95.11627906976744,102.11627906976744,1001.1627906976744
2023-03-30,100.11494252873564,105.11494252873564,95.11494252873564,102.11494252873564,1001.1494252873563
2023-03-31,100.11363636363636,105.11363636363636,95.11363636363636,102.11363636363636,1001.1363636363636
2023-04-01,100.11235955056179,105.11235955056179,95.11235955056179,102.11235955056179,1001.123595505618
2023-04-02,100.11111111111111,105.11111111111111,95.11111111111111,102.11111111111111,1001.1111111111111
2023-04-03,100.1098901098901,105.1098901098901,95.1098901098901,102.1098901098901,1001.0989010989011
2023-04-04,100.1086956521739,105.1086956521739,95.1086956521739,102.1086956521739,1001.0869565217391
2023-04-05,100.10752688172043,105.10752688172043,95.10752688172043,102.10752688172043,1001.0752688172043
2023-04-06,100.1063829787234,105.1063829787234,95.1063829787234,102.1063829787234,1001.063829787234
2023-04-07,100.10526315789474,105.10526315789474,95.10526315789474,102.10526315789474,1001.0526315789474
2023-04-08,100.10416666666667,105.10416666666667,95.10416666666667,102.10416666666667,1001.0416666666666
2023-04-09,100.10309278350516,105.10309278350516,95.10309278350516,102.10309278350516,1001.0309278350516
2023-04-10,100.10204081632654,105.10204081632654,95.10204081632654,102.10204081632654,1001.0204081632653
